,Make,Aircraft.Category,Number.of.Engines,Engine.Type,Injury.Severity
84518,AEROS LTD,Airplane,1.0,Reciprocating,Non-Fatal
84519,Progressive Aerodyne,Airplane,1.0,Reciprocating,Non-Fatal
84521,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84523,CASHEN,Airplane,1.0,Reciprocating,Non-Fatal
84524,Aviat,Airplane,1.0,Reciprocating,Non-Fatal
84526,Stoddard Hamilton,Airplane,1.0,Reciprocating,Non-Fatal
84527,CIRRUS,Airplane,,,Non-Fatal
84528,Cessna,Airplane,,Reciprocating,Non-Fatal
84530,BRUMBAUGH DAVID R,Airplane,1.0,Reciprocating,Non-Fatal
84531,Cessna,Airplane,2.0,Turbo Jet,Non-Fatal
84532,CIRRUS,Airplane,,,Fatal
84533,Judd,Airplane,,Reciprocating,Non-Fatal
84534,VANS,Airplane,1.0,Reciprocating,Non-Fatal
84535,Beech,Airplane,,Reciprocating,Non-Fatal
84537,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84538,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84539,ROCKWELL,Airplane,1.0,Reciprocating,Non-Fatal
84540,De Havilland,Airplane,1.0,Reciprocating,Fatal
84541,Cessna,Airplane,,Reciprocating,Non-Fatal
84542,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84543,Vans,Airplane,1.0,Reciprocating,Non-Fatal
84544,VALLDEJULI JOHN A,Airplane,1.0,Reciprocating,Non-Fatal
84545,Avid,Airplane,1.0,Reciprocating,Non-Fatal
84546,Cessna,Airplane,,,Non-Fatal
84547,Beech,Airplane,1.0,,Non-Fatal
84548,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84550,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84553,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84554,Evektor Aerotechnik,Airplane,1.0,Reciprocating,Non-Fatal
84555,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84556,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84558,Ayres,Airplane,1.0,Turbo Prop,Non-Fatal
84559,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
84560,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
84562,DE HAVILLAND,Airplane,,,Fatal
84563,AIRBUS,Airplane,2.0,Turbo Fan,
84564,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
84565,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84567,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84568,CESSNA,Airplane,,,Fatal
84570,Boeing,Airplane,2.0,,Non-Fatal
84571,AIRBUS,Airplane,,,
84572,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84574,Boeing,Airplane,2.0,,
84575,Cirrus,Airplane,,Reciprocating,Fatal
84576,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
84578,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
84579,Beech,Airplane,2.0,Reciprocating,Fatal
84580,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84583,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
84584,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84585,North American,Airplane,1.0,Reciprocating,Non-Fatal
84587,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84588,AERO COMMANDER,Airplane,1.0,Turbo Prop,Non-Fatal
84589,Culver,Airplane,,Reciprocating,Non-Fatal
84590,AIRBUS,Airplane,2.0,Geared Turbofan,Non-Fatal
84592,Stoddard-Hamilton,Airplane,1.0,Reciprocating,Non-Fatal
84595,Cessna,Airplane,1.0,Turbo Prop,Fatal
84597,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84598,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84599,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84603,ICON,Airplane,1.0,Reciprocating,Non-Fatal
84604,SWEARINGEN,Airplane,2.0,Turbo Prop,Non-Fatal
84607,Ryan,Airplane,1.0,Reciprocating,Non-Fatal
84608,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84609,AIR TRACTOR,Airplane,,Turbo Prop,Fatal
84610,Piper,Airplane,2.0,Reciprocating,Fatal
84611,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84612,Beech,Airplane,1.0,Reciprocating,Non-Fatal
84614,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84615,VANS,Airplane,,,Non-Fatal
84616,CIRRUS,Airplane,,,Non-Fatal
84617,Cessna,Airplane,,Reciprocating,Non-Fatal
84618,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84619,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84620,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84621,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84622,Avid,Airplane,1.0,Reciprocating,Non-Fatal
84623,Cirrus,Airplane,1.0,Reciprocating,Non-Fatal
84624,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84627,BEECH,Airplane,,,Fatal
84629,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
84630,Cessna,Airplane,1.0,Turbo Prop,Non-Fatal
84631,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84632,DOUGLAS,Airplane,4.0,Reciprocating,Non-Fatal
84633,Douglas,Airplane,2.0,Reciprocating,Non-Fatal
84638,CESSNA,Airplane,,,Fatal
84640,CESSNA,Airplane,,,Fatal
84641,PIPER,Airplane,1.0,Reciprocating,Fatal
84642,Cessna,Airplane,,Reciprocating,Non-Fatal
84644,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
84645,BOEING,Airplane,,,Non-Fatal
84646,Cessna,Airplane,2.0,Reciprocating,Fatal
84648,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
84649,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84650,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84651,Cessna,Airplane,,,Fatal
84652,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84653,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84654,Piper,Airplane,1.0,Reciprocating,Fatal
84655,Cessna,Airplane,1.0,Reciprocating,Fatal
84656,AIRBUS,Airplane,,Turbo Fan,
84657,PIPER,Airplane,,,Non-Fatal
84658,CESSNA,Airplane,,,Non-Fatal
84659,Liberty Aerospace,Airplane,,,Fatal
84660,Boeing,Airplane,2.0,,
84661,PIPER,Airplane,,,Fatal
84662,CESSNA,Airplane,,,Fatal
84664,Wheeler,Airplane,1.0,Reciprocating,Fatal
84665,Diamond,Airplane,1.0,Reciprocating,Non-Fatal
84666,RAYTHEON,Airplane,2.0,Turbo Fan,Non-Fatal
84667,Cessna,Airplane,,,Non-Fatal
84668,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84669,Piper,Airplane,2.0,Reciprocating,Non-Fatal
84670,Air Tractor,Airplane,1.0,Turbo Prop,Fatal
84671,Airbus,Airplane,2.0,,Non-Fatal
84672,Beech,Airplane,1.0,Reciprocating,Fatal
84674,DE HAVILLAND,Airplane,,,Non-Fatal
84675,CANADAIR,Airplane,2.0,Turbo Fan,Non-Fatal
84676,Piper,Airplane,2.0,Reciprocating,Non-Fatal
84677,Airbus,Airplane,2.0,,Non-Fatal
84678,CESSNA,Airplane,,,
84679,North American,Airplane,1.0,Reciprocating,Fatal
84680,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84682,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84683,BEECH,Airplane,,,Non-Fatal
84684,AIRBUS,Airplane,2.0,Geared Turbofan,
84686,CONSOLIDATED VULTEE,Airplane,1.0,Reciprocating,Non-Fatal
84687,PIETENPOL,Airplane,1.0,Reciprocating,Non-Fatal
84688,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84689,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84690,North American,Airplane,1.0,Reciprocating,Non-Fatal
84691,BOEING,Airplane,,,Non-Fatal
84693,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84694,Poberezny,Airplane,1.0,Reciprocating,Fatal
84695,Lancair,Airplane,1.0,Reciprocating,Fatal
84696,Embraer,Airplane,1.0,,Fatal
84697,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84698,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84699,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84700,Fantasy Air,Airplane,1.0,Reciprocating,Fatal
84701,Extra,Airplane,,,Non-Fatal
84702,Rockwell,Airplane,2.0,Turbo Prop,Non-Fatal
84703,Reims Aviation Cessna,Airplane,,,Non-Fatal
84704,Mcdonnell Douglas,Airplane,,Turbo Fan,
84705,CAPES,Airplane,,Reciprocating,Fatal
84707,De Havilland,Airplane,2.0,Turbo Prop,Non-Fatal
84709,ZENITH,Airplane,,Reciprocating,Non-Fatal
84710,Textron Aviation Inc,Airplane,2.0,Turbo Fan,Non-Fatal
84711,Boeing,Airplane,2.0,Turbo Fan,Non-Fatal
84712,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84713,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84714,BOEING,Airplane,,,Non-Fatal
84715,Pitts,Airplane,1.0,Reciprocating,Fatal
84717,Flight Design,Airplane,1.0,Reciprocating,Non-Fatal
84718,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
84719,Cessna,Airplane,1.0,Reciprocating,Fatal
84720,Beech,Airplane,,,Non-Fatal
84721,GIger Frank R,Airplane,1.0,Reciprocating,Non-Fatal
84722,Cessna,Airplane,2.0,Reciprocating,Fatal
84723,AIRBUS,Airplane,,Turbo Fan,
84724,CESSNA,Airplane,,,Non-Fatal
84725,Beech,Airplane,2.0,Reciprocating,Fatal
84726,Cessna,Airplane,1.0,Turbo Prop,Non-Fatal
84727,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84728,Cessna,Airplane,1.0,Reciprocating,Fatal
84729,Boeing,Airplane,2.0,Turbo Fan,Non-Fatal
84731,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84732,Vans,Airplane,1.0,Reciprocating,Non-Fatal
84733,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84734,Champion,Airplane,1.0,Reciprocating,Non-Fatal
84735,Cirrus,Airplane,1.0,Reciprocating,Non-Fatal
84736,AIRBUS,Airplane,2.0,Geared Turbofan,
84737,Cessna,Airplane,1.0,,Non-Fatal
84738,Grumman,Airplane,1.0,Reciprocating,Fatal
84739,Aero Commander,Airplane,,Reciprocating,Fatal
84740,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84742,Piper,Airplane,2.0,Reciprocating,Non-Fatal
84744,BOEING,Airplane,,,
84745,Beech,Airplane,1.0,Reciprocating,Non-Fatal
84748,Cessna,Airplane,,Turbo Fan,Non-Fatal
84749,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84750,STINSON,Airplane,1.0,Reciprocating,Non-Fatal
84752,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
84753,Velocity,Airplane,1.0,Reciprocating,Non-Fatal
84754,Maule,Airplane,1.0,Reciprocating,Non-Fatal
84755,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
84756,Cirrus,Airplane,,Reciprocating,Non-Fatal
84757,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84758,Pipistrel,Airplane,1.0,Reciprocating,Non-Fatal
84759,CESSNA,Airplane,,,Fatal
84761,REIMS,Airplane,,,Fatal
84762,MORIARTY MARVIN,Airplane,1.0,Reciprocating,Fatal
84763,Beech,Airplane,1.0,Reciprocating,Non-Fatal
84764,Capella,Airplane,1.0,Reciprocating,Fatal
84765,CESSNA,Airplane,,,Fatal
84767,Beech,Airplane,1.0,Reciprocating,Non-Fatal
84769,MEYERS,Airplane,1.0,Reciprocating,Fatal
84771,AMERICAN LEGEND AIRCRAFT CO,Airplane,1.0,Reciprocating,Non-Fatal
84772,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84773,Pitts,Airplane,,,Fatal
84774,BOEING,Airplane,,,
84776,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
84777,SCODA AERONAUTICAL,Airplane,,,Non-Fatal
84778,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
84779,Cessna,Airplane,2.0,Turbo Prop,Non-Fatal
84783,Cirrus,Airplane,,,Non-Fatal
84785,Piper,Airplane,1.0,Reciprocating,Fatal
84786,Lockheed,Airplane,,Turbo Prop,Non-Fatal
84787,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
84789,Beech,Airplane,1.0,Reciprocating,Non-Fatal
84790,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84792,Mcdonnell Douglas,Airplane,2.0,Turbo Jet,Non-Fatal
84793,Airbus,Airplane,2.0,Turbo Fan,Non-Fatal
84795,CESSNA,Airplane,,,
84796,AIRBUS,Airplane,,,Non-Fatal
84797,Cessna,Airplane,1.0,Reciprocating,Fatal
84799,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84800,Beech,Airplane,1.0,Reciprocating,Fatal
84801,AIR TRACTOR,Airplane,1.0,Turbo Prop,Non-Fatal
84802,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84803,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84805,SAAB,Airplane,,Turbo Prop,
84806,AIR TRACTOR,Airplane,,,Fatal
84807,Luscombe,Airplane,1.0,Reciprocating,Non-Fatal
84808,Czech Sport,Airplane,1.0,Reciprocating,Non-Fatal
84809,Piper,Airplane,,Reciprocating,Non-Fatal
84810,HALL,Airplane,1.0,Reciprocating,Non-Fatal
84811,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84812,Cessna,Airplane,,Turbo Fan,Non-Fatal
84813,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84814,Diamond,Airplane,1.0,Reciprocating,Non-Fatal
84815,BOEING,Airplane,,,Non-Fatal
84818,Stinson,Airplane,1.0,Reciprocating,Non-Fatal
84819,Cirrus,Airplane,1.0,Reciprocating,Non-Fatal
84820,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
84821,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84822,BEECH,Airplane,,,Fatal
84823,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84824,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84825,Piper,Airplane,,,Non-Fatal
84826,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
84827,Weatherly,Airplane,,Reciprocating,Fatal
84828,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84829,LANCAIR,Airplane,1.0,,Non-Fatal
84830,BOEING,Airplane,,,
84831,Piper,Airplane,2.0,Reciprocating,Non-Fatal
84832,Jackson,Airplane,1.0,Reciprocating,Non-Fatal
84833,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84834,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84835,Lake,Airplane,1.0,Reciprocating,Non-Fatal
84836,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84837,Phantom Aeronautics,Airplane,1.0,Reciprocating,Non-Fatal
84839,Cessna,Airplane,1.0,Reciprocating,Fatal
84840,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84841,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84842,Pietenpol,Airplane,1.0,Reciprocating,Non-Fatal
84843,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
84844,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84845,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84846,CESSNA,Airplane,,,Fatal
84847,PIPER,Airplane,,,Non-Fatal
84848,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84849,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
84850,Piper,Airplane,1.0,Reciprocating,Fatal
84851,Vans,Airplane,,Reciprocating,Fatal
84852,Airbus,Airplane,2.0,Turbo Fan,Non-Fatal
84855,Pietenpol,Airplane,1.0,Reciprocating,Non-Fatal
84856,Champion,Airplane,1.0,Reciprocating,Fatal
84857,SIAI-MARCHETTI,Airplane,1.0,Turbo Prop,Non-Fatal
84858,Champion,Airplane,1.0,Reciprocating,Non-Fatal
84859,BOEING,Airplane,,,
84860,Beech,Airplane,1.0,Reciprocating,Fatal
84861,Cessna,Airplane,1.0,Reciprocating,Fatal
84862,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
84863,Grumman,Airplane,1.0,Reciprocating,Non-Fatal
84864,Cessna,Airplane,1.0,Reciprocating,Fatal
84865,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84866,Piper,Airplane,1.0,Reciprocating,Fatal
84867,Cessna,Airplane,1.0,Reciprocating,Fatal
84869,Beech,Airplane,1.0,Reciprocating,Non-Fatal
84870,CESSNA,Airplane,,,Fatal
84871,Stoddard Hamilton,Airplane,,Reciprocating,Non-Fatal
84872,Beech,Airplane,1.0,Reciprocating,Non-Fatal
84873,Ercoupe,Airplane,1.0,Reciprocating,Non-Fatal
84874,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84875,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84876,Piper,Airplane,,,Non-Fatal
84877,Convair,Airplane,2.0,Reciprocating,Fatal
84878,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84880,Beech,Airplane,,,Non-Fatal
84881,Piper,Airplane,2.0,Reciprocating,Non-Fatal
84882,Airbus,Airplane,2.0,Turbo Fan,Non-Fatal
84883,Pitts,Airplane,1.0,Reciprocating,Non-Fatal
84884,BOEING,Airplane,,,
84885,Bombardier,Airplane,,,Non-Fatal
84886,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84887,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84888,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84889,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
84892,Piper,Airplane,2.0,Reciprocating,Non-Fatal
84895,CESSNA,Airplane,,,Non-Fatal
84896,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84897,Cirrus,Airplane,1.0,Reciprocating,Non-Fatal
84898,COZY,Airplane,,,Fatal
84899,Beech,Airplane,2.0,Reciprocating,Non-Fatal
84901,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
84902,Smyth,Airplane,,,Non-Fatal
84903,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84904,Cirrus,Airplane,1.0,Reciprocating,Non-Fatal
84905,Boeing,Airplane,2.0,Turbo Fan,
84906,PIPER,Airplane,,,Fatal
84907,DIAMOND,Airplane,1.0,Reciprocating,Non-Fatal
84908,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84909,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84910,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84911,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
84912,CIRRUS,Airplane,,,Fatal
84913,Pzl Okecie,Airplane,1.0,Turbo Prop,Non-Fatal
84914,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84915,AIRBUS,Airplane,2.0,Turbo Fan,Non-Fatal
84916,Vans,Airplane,,,Fatal
84917,Maule,Airplane,1.0,Reciprocating,Non-Fatal
84919,Socata,Airplane,1.0,Reciprocating,Non-Fatal
84920,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84921,Vans,Airplane,1.0,Reciprocating,Fatal
84923,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84924,Beech,Airplane,1.0,Reciprocating,Fatal
84925,Vans,Airplane,1.0,Reciprocating,Non-Fatal
84927,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84928,Best Off,Airplane,1.0,Reciprocating,Non-Fatal
84929,Cessna,Airplane,1.0,Reciprocating,Fatal
84930,Cessna,Airplane,1.0,Reciprocating,Fatal
84931,Cessna,Airplane,1.0,Turbo Prop,Non-Fatal
84932,De Havilland,Airplane,1.0,Reciprocating,Non-Fatal
84933,Piper,Airplane,2.0,Reciprocating,Non-Fatal
84934,MOONEY,Airplane,,,Fatal
84935,Diamond,Airplane,1.0,Reciprocating,Non-Fatal
84936,Cessna,Airplane,,Reciprocating,Fatal
84937,Vans,Airplane,,Reciprocating,Non-Fatal
84938,MOONEY,Airplane,,,Fatal
84939,CESSNA,Airplane,,,Non-Fatal
84940,De Havilland,Airplane,1.0,Reciprocating,Non-Fatal
84941,Vans,Airplane,1.0,Reciprocating,Non-Fatal
84942,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84943,THOMAS LEE,Airplane,1.0,Reciprocating,Non-Fatal
84944,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84946,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84947,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84948,Cessna,Airplane,1.0,Reciprocating,Fatal
84950,Beech,Airplane,1.0,Reciprocating,Non-Fatal
84951,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
84952,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84953,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84955,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84956,Lancair,Airplane,1.0,Reciprocating,Non-Fatal
84957,Cirrus,Airplane,1.0,Reciprocating,Non-Fatal
84958,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84959,Beech,Airplane,1.0,Reciprocating,Non-Fatal
84960,Stinson,Airplane,1.0,Reciprocating,Non-Fatal
84961,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84962,PIPER,Airplane,,,Fatal
84963,American Aviation,Airplane,1.0,Reciprocating,Fatal
84964,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84965,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84966,Air Tractor,Airplane,,Turbo Prop,Non-Fatal
84972,Pitts,Airplane,1.0,Reciprocating,Non-Fatal
84973,Diamond,Airplane,1.0,Reciprocating,Non-Fatal
84974,Piper,Airplane,,,Non-Fatal
84975,Cessna,Airplane,2.0,Reciprocating,Fatal
84976,EMBRAER,Airplane,,Turbo Fan,
84977,Taylorcraft,Airplane,1.0,Reciprocating,Non-Fatal
84978,Beech,Airplane,2.0,Reciprocating,Non-Fatal
84979,Boeing,Airplane,4.0,Reciprocating,Fatal
84981,Socata,Airplane,1.0,Turbo Prop,Fatal
84984,Piper,Airplane,1.0,Reciprocating,Non-Fatal
84985,Vans,Airplane,1.0,Reciprocating,Non-Fatal
84986,PIPER,Airplane,1.0,Reciprocating,Fatal
84987,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
84988,Piper,Airplane,2.0,Reciprocating,Fatal
84989,Champion,Airplane,1.0,Reciprocating,Non-Fatal
84991,CESSNA,Airplane,,,Fatal
84993,Reed Mike,Airplane,1.0,Reciprocating,Non-Fatal
84994,Zenair,Airplane,,Reciprocating,Non-Fatal
84996,Lancair,Airplane,1.0,Reciprocating,Fatal
84997,BEECH,Airplane,1.0,Reciprocating,Non-Fatal
84998,CESSNA,Airplane,,,Fatal
85000,PIPER,Airplane,1.0,Reciprocating,Fatal
85001,HONDA AIRCRAFT,Airplane,2.0,Turbo Jet,Non-Fatal
85002,De Havilland,Airplane,1.0,Reciprocating,Non-Fatal
85004,Beech,Airplane,,,Non-Fatal
85005,Bede,Airplane,1.0,Reciprocating,Fatal
85006,Raytheon,Airplane,2.0,Turbo Fan,Non-Fatal
85007,BOEING,Airplane,,,Non-Fatal
85008,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85009,Beech,Airplane,1.0,Reciprocating,Non-Fatal
85010,BAE,Airplane,,,Non-Fatal
85011,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85012,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85013,Aeronca,Airplane,1.0,Reciprocating,Non-Fatal
85014,Cessna,Airplane,1.0,Reciprocating,Fatal
85015,FOXWORTHY RICK A,Airplane,1.0,Reciprocating,Non-Fatal
85017,Ayres,Airplane,1.0,Turbo Prop,Non-Fatal
85018,ZENITH,Airplane,1.0,Reciprocating,Non-Fatal
85019,WINGTIP TO WINGTIP LLC,Airplane,1.0,Reciprocating,Non-Fatal
85021,"LLEWELLYN, WARWINC W",Airplane,1.0,Reciprocating,Non-Fatal
85022,Champion,Airplane,1.0,Reciprocating,Non-Fatal
85023,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85025,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85026,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85028,Taylorcraft,Airplane,1.0,Reciprocating,Non-Fatal
85029,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85030,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85031,SOCATA,Airplane,1.0,Turbo Prop,Non-Fatal
85033,Beech,Airplane,1.0,Turbo Prop,Non-Fatal
85034,Vans,Airplane,1.0,Reciprocating,Fatal
85035,AEROPRO CZ,Airplane,1.0,Reciprocating,Non-Fatal
85037,BOEING,Airplane,,,
85038,Diamond,Airplane,,,Non-Fatal
85039,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85040,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85041,Luscombe,Airplane,1.0,Reciprocating,Non-Fatal
85042,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85043,AIRBUS,Airplane,2.0,,Non-Fatal
85044,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85045,Bombardier,Airplane,2.0,Turbo Fan,
85046,Ercoupe,Airplane,1.0,Reciprocating,Non-Fatal
85047,Flight Design,Airplane,1.0,Reciprocating,Non-Fatal
85048,Aeronca,Airplane,1.0,Reciprocating,Fatal
85049,Weatherly,Airplane,1.0,Reciprocating,Non-Fatal
85052,Kitty Hawk,Airplane,8.0,Electric,Non-Fatal
85053,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85054,Piper,Airplane,2.0,,Fatal
85055,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85056,Saab,Airplane,2.0,Turbo Prop,Fatal
85058,Zenair,Airplane,1.0,Reciprocating,Non-Fatal
85060,Titan,Airplane,1.0,Reciprocating,Non-Fatal
85061,Douglas,Airplane,2.0,Reciprocating,Non-Fatal
85062,Ayres,Airplane,1.0,Turbo Prop,Non-Fatal
85063,Beech,Airplane,1.0,Reciprocating,Non-Fatal
85065,Cessna,Airplane,1.0,,Fatal
85066,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85067,Zenair,Airplane,1.0,Reciprocating,Non-Fatal
85068,Piper,Airplane,1.0,Reciprocating,Fatal
85069,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85071,Piper,Airplane,1.0,Reciprocating,Fatal
85072,Kitfox,Airplane,1.0,Reciprocating,Non-Fatal
85073,Vans,Airplane,1.0,Reciprocating,Fatal
85074,BOEING,Airplane,2.0,Turbo Fan,
85075,CESSNA,Airplane,,,Fatal
85077,Maule,Airplane,1.0,Reciprocating,Non-Fatal
85079,CIRRUS,Airplane,,,Fatal
85080,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
85081,Czech Sport Aircraft,Airplane,1.0,Reciprocating,Non-Fatal
85084,Vans,Airplane,1.0,Reciprocating,Non-Fatal
85085,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85086,CESSNA,Airplane,,,Fatal
85087,COSTRUZIONI AERONAUTICHE TECNA,Airplane,1.0,Reciprocating,Non-Fatal
85088,Mooney,Airplane,1.0,Reciprocating,Fatal
85089,Cessna,Airplane,,,Non-Fatal
85090,AIRBUS,Airplane,2.0,Geared Turbofan,
85091,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85092,Mooney,Airplane,1.0,Reciprocating,Fatal
85095,Piper,Airplane,2.0,Reciprocating,Non-Fatal
85097,Piper,Airplane,,,Fatal
85098,AIRBUS,Airplane,2.0,Geared Turbofan,
